SEASON,TOKEN_TYPE,token,count,share
Summer,BRAND,솔리드옴므,75,0.08399690891375197
Summer,BRAND,수아레,251,0.28110965516468994
Summer,BRAND,슈펜,178,0.19935266382197134
Summer,BRAND,슈프림,1016,1.13787812608496
Summer,BRAND,스캇,320,0.35838681136534173
Summer,BRAND,스톤아일랜드,531,0.594698115109364
Summer,BRAND,스투시,1803,2.0192856902865977
Summer,BRAND,스튜디오니콜슨,131,0.1467146009026868
Summer,BRAND,아노블리어,126,0.1411148069751033
Summer,BRAND,아더에러,873,0.9777240197560729
Summer,BRAND,아디다스,2309,2.5859848357580444
Summer,BRAND,아르켓,121,0.13551501304751984
Summer,BRAND,아미,200,0.2239917571033386
Summer,BRAND,아스토플렉스,62,0.06943744470203496
Summer,BRAND,아식스,1896,2.1234418573396496
Summer,BRAND,아워레가시,764,0.8556485121347536
Summer,BRAND,아워셀브스,77,0.08623682648478535
Summer,BRAND,아워스코프,146,0.16351398268543718
Summer,BRAND,아이언레인저,106,0.11871563126476946
Summer,BRAND,아크테릭스,578,0.6473361780286485
Summer,BRAND,아트이프액츠,78,0.08735678527030205
Summer,BRAND,아페쎄,242,0.2710300260950397
Summer,BRAND,아프레쎄,113,0.12655534276338629
Summer,BRAND,안데르센,19,0.021279216924817167
Summer,BRAND,알렌느,420,0.47038268991701104
Summer,BRAND,애쉬크로프트,166,0.18591315839577102
Summer,BRAND,애프터프레이,475,0.5319804231204291
Summer,BRAND,애플,963,1.0785203104525753
Summer,BRAND,앤더슨벨,1015,1.1367581672994433
Summer,BRAND,어나더오피스,140,0.15679422997233702
Summer,BRAND,어널러코드,136,0.15231439483027023
Summer,BRAND,언더마이카,80,0.08959670284133543
Summer,BRAND,언타이틀,150,0.16799381782750394
Summer,BRAND,에센셜,117,0.13103517790545308
Summer,BRAND,에스티유오피스,308,0.3449473059391414
Summer,BRAND,에스피오나지,447,0.5006215771259618
Summer,BRAND,엑슬림,87,0.09743641433995229
Summer,BRAND,예일,172,0.19263291110887118
